,business_id,name,address,city,state,latitude,longitude,stars,review_count,attributes,categories,hours
25452,lqokT4QY4hyd2jh2ZNmWjA,501 Eagle,501 N College Ave,Los Berros,CA,35.0809,-120.545,3.5,14,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'very_loud'"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True'}","Karaoke, Nightlife, Gay Bars, Bars, Music Venues, Arts & Entertainment","{'Monday': '17:0-3:0', 'Tuesday': '17:0-3:0', 'Wednesday': '17:0-3:0', 'Thursday': '17:0-3:0', 'Friday': '17:0-3:0', 'Saturday': '17:0-3:0', 'Sunday': '17:0-3:0'}"
25465,TMuqeJ5fHFn9gNkplDnMqw,Orange Cycle Creamery,212 E Tarpon Ave,Pine Flat,CA,35.8746,-118.6428,5.0,62,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Ice Cream & Frozen Yogurt, Food","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}"
25470,N1uwt31mfmj5CXX2PwjTRg,Bella Brazilian Wax,1901 Manhattan Blvd,Three Rocks,CA,36.5051,-120.3936,4.5,36,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Hair Removal, Beauty & Spas, Waxing, Eyebrow Services","{'Monday': '0:0-0:0', 'Tuesday': '8:0-19:30', 'Wednesday': '8:0-19:30', 'Thursday': '8:0-19:30', 'Friday': '8:0-19:30', 'Saturday': '9:0-18:0'}"
25493,xBkcNtXGYWyg6f78-wLuLw,Flooring America,9012 Seminole Blvd,Berrydale,FL,30.8982,-87.035,4.5,7,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Carpeting, Cabinetry, Flooring, Interior Design","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0'}"
25514,aNzG9h45RzH3hCld_ejYmg,Morgan Ford Massage & Spa,3187 Morgan Ford Rd,Aucilla,FL,30.477,-83.7604,4.0,88,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Hair Removal, Massage, Beauty & Spas, Day Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
25529,CZ2KPQtt0ah0up00YK0Ypg,2 Fat Guys American Grill,701 Ace Memorial Dr,Highland Park,FL,27.8615,-81.5619,3.5,69,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'NoiseLevel': ""u'average'"", 'BYOB': 'False', 'Caters': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'RestaurantsReservations': 'False', 'Smoking': ""u'no'"", 'RestaurantsDelivery': 'True'}","Nightlife, Restaurants, Sports Bars, American (New), Bars","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
25534,u9oLIbUoCaLaRcQQGKN5jA,The Wine & Cheese Place,457 N New Ballas Rd,Tomales,CA,38.247,-122.9054,5.0,13,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False'}","Specialty Food, Food, Beer, Wine & Spirits, Local Flavor, Cheese Shops, Grocery","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}"
25536,373D_49009pA0dpUZgHcUw,Bow Tie Animal Transport,"200 Continental Dr, Ste 401",Golconda,NV,40.9522,-117.4997,2.0,5,{'ByAppointmentOnly': 'True'},"Pet Transportation, Pet Services, Pets","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
25540,Q8wV9nM47oH9c-_aRGh9oQ,Nail Victorious,1702 Mount Holly Rd,Snelling,CA,37.5216,-120.4385,3.0,21,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Beauty & Spas, Nail Salons","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '9:0-19:0'}"
25551,JR0G8hPaEUTUUxmDX8v3gA,Corrieri's Formaggeria,1110 Caruthers Ave,Lloyd,FL,30.4822,-84.0244,4.0,20,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'""}","Sandwiches, Cheese Shops, Restaurants, Food, Specialty Food","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}"
25574,4jc8uhE3TlqLwwIme1fB-g,Alley Girls,6151 N Broadway,Big Bend,CA,41.0108,-121.924,4.5,8,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'False'}","Home Decor, Home & Garden, Furniture Stores, Antiques, Shopping, Appliances","{'Saturday': '9:0-15:0', 'Sunday': '12:0-16:0'}"
25619,BSmavJAHoJHO6i6RBECBBg,Webster's Tree Service,,Greenhorn,CA,39.903,-120.759,4.0,7,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Tree Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
25637,YzspopGxGiViMSoATlBtdg,The Learning Experience - Westampton,1861 Burlington - Mount Holly Road,Mulat,FL,30.5595,-87.1297,4.5,6,{'BusinessAcceptsCreditCards': 'False'},"Education, Child Care & Day Care, Preschools, Local Services","{'Monday': '6:30-18:30', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30'}"
25673,wfc-p-3R_elxiJSYCVn1hQ,Elk Roofing Co,845 E 65th St,Cherokee Strip,CA,35.4698,-119.2617,4.5,8,{'BusinessAcceptsCreditCards': 'True'},"Contractors, Roofing, Home Services","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-17:0'}"
25734,mPJ_koPEAfK4E2B0PkKCpg,d'Juice Fresh Juice and Smoothie Bar,4838 Magazine St,Olancha,CA,36.2704,-118.0015,4.0,71,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'HappyHour': 'False', 'HasTV': 'False', 'WheelchairAccessible': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'""}","Juice Bars & Smoothies, Breakfast & Brunch, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:30-16:0', 'Wednesday': '9:30-14:30', 'Thursday': '7:0-19:30', 'Friday': '7:0-19:30', 'Saturday': '7:0-19:30', 'Sunday': '9:30-15:0'}"
25774,o2i4AvqF6Q9lWK-wksxzuw,Legal Sea Foods - King of Prussia,680 W Dekalb Pike,Fort Bidwell,CA,41.863,-120.1589,3.5,377,"{'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BYOBCorkage': ""'no'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'HappyHour': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}""}","Gluten-Free, Seafood, Restaurants, Food, Sandwiches, Nightlife, Bars, Beer, Wine & Spirits","{'Monday': '11:30-22:30', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
25834,-TZgzh-CIUQuPCSopuvXgA,OfficeMax,7231 Roosevelt Blvd,West Canaveral Groves,FL,28.3928,-80.8459,2.5,6,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False'}","Office Equipment, Shopping, IT Services & Computer Repair, Local Services, Printing Services","{'Monday': '8:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-18:0'}"
25867,_GnEXTiDmy5lT3yxVwbZGw,Imagination Preschool and Childcare Center,3738 E Grant Rd,Sorrento,FL,28.8087,-81.5632,2.0,7,{'BusinessAcceptsCreditCards': 'True'},"Child Care & Day Care, Local Services, Preschools, Education, Elementary Schools","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '9:0-16:0'}"
25927,YUUtttv6Ak-Vnwtvq9myrw,Major Restaurant East African Authentic Food,1150 S MIckley Ave,La Crosse,FL,29.8395,-82.3784,4.5,240,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Vegan, Ethiopian, Vegetarian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '13:0-21:0'}"
25938,MpOmXBFoEpcqmRrlF-oVFQ,Air Masters of Tampa Bay,4830 N Florida Ave,Markleeville,CA,38.684,-119.8228,2.5,34,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsBitcoin': 'False'}","Heating & Air Conditioning/HVAC, Shopping, Home & Garden, Plumbing, Home Services, Appliances, Contractors","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
25958,HzUJO2v5lUEIeYoOYsdWbw,Russell's on Macklind,5400 Murdoch Ave,Empire,NV,40.5759,-119.343,4.5,609,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Alcohol': ""'full_bar'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsTakeOut': 'None', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'None'}","American (New), Cafes, Bakeries, Bars, Wine Bars, Food, Nightlife, Restaurants","{'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '9:0-14:0'}"
26008,zU3x0JgcyQ-mYvr4LSa7hA,Terminix,"305 Seaboard Ln, Ste 320",Hardwick,CA,36.4026,-119.7208,1.0,22,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Pest Control","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
26045,2t8Avx1U2Bgd297ZCj-SRA,Westside Wine & Spirits,"188 Front St, Ste 106",Oak Shores,CA,35.7602,-120.9813,4.0,5,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Beer, Wine & Spirits, Food","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '10:0-19:0'}"
26057,KFBkNIzOYFNc1EnfBhs2qg,The Copper Pot Restaurant,9707 110 Street NW,Fort Washington,CA,36.8793,-119.7613,2.5,7,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'dressy'"", 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': True, 'intimate': True, 'classy': True, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '4', 'RestaurantsDelivery': 'False'}","Canadian (New), Restaurants, American (New)","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
26136,J3Jnm1G1h6tBxsgjU9fqxQ,El Pescador Mexican Food,499 E Plumb Ln,Centerville,CA,36.7361,-119.4961,3.5,152,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'Caters': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True'}","Nightlife, Mexican, Sports Bars, Bars, Restaurants, Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
26139,jDds2solrdvoyK7sB97Eog,Fairfield Inn & Suites Philadelphia Downtown/Center City,261 South 13th Street,Sisquoc,CA,34.8621,-120.2943,3.5,20,"{'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
26172,qMYCEl7r1K6WYmJglKaryA,Antica Italian Restaurant,1623 Baltimore Pike,Goodland,FL,25.9252,-81.648,4.5,206,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTableService': 'True', 'Corkage': 'False', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BYOB': 'False', 'Caters': 'True', 'OutdoorSeating': 'True'}","Italian, Event Planning & Services, Venues & Event Spaces, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
26227,BEq7M4DRcVvnmO1rj1LfKg,Aether Estate Sales,8777 E 116th St,Benbow,CA,40.0603,-123.7654,2.5,14,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Antiques, Shopping, Real Estate, Estate Liquidation","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-15:0'}"
26260,uLlzVQsLGORiB21FXB1ZmA,Ron O'Neal - The Family Dentist,3733 W Neptune St,Bieber,CA,41.1332,-121.1295,5.0,5,"{'ByAppointmentOnly': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Cosmetic Dentists, General Dentistry, Health & Medical, Pediatric Dentists, Beauty & Spas, Teeth Whitening, Dentists","{'Monday': '0:0-0:0', 'Wednesday': '8:0-17:0', 'Friday': '8:0-13:0'}"
26261,7SHh7-aWuAVlp3YKahSQHg,Edwards-Freeman Nut,441 E Hector St,Captiva,FL,26.5205,-82.191,5.0,47,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'BYOBCorkage': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'""}","Desserts, Shopping, Yelp Events, Restaurants, Specialty Food, American (New), Fruits & Veggies, Professional Services, Flowers & Gifts, Food, Local Flavor, Candy Stores, Outlet Stores, Convenience Stores, Chocolatiers & Shops","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0', 'Sunday': '10:0-15:0'}"
26267,U6S3EoQ_FsgsYWXU47s5Tg,FORUM Credit Union,120 Monument Cir,Pine Level,FL,30.8887,-87.1687,4.0,5,{'ByAppointmentOnly': 'True'},"Financial Services, Banks & Credit Unions, Mortgage Lenders, Investing","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
26269,m8EZJFtJlVzTLOJvXVGxlw,J'aime Le Cafe,1977 Barataria Blvd,Ruth,CA,40.2943,-123.3483,4.5,84,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'Caters': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Diners, Restaurants, Cafes, Internet Cafes, Breakfast & Brunch, Food, Coffee & Tea, Jewelry, Shopping","{'Monday': '5:0-18:30', 'Tuesday': '5:0-18:30', 'Wednesday': '5:0-18:30', 'Thursday': '5:0-18:30', 'Friday': '5:0-18:30', 'Saturday': '5:30-17:30', 'Sunday': '6:30-12:30'}"
