,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
400373,wfZ2O_tby5BGtl-ie-dgDg,Kiki,39,2011-02-03 04:37:59,93,14,9,3,3.36,0,3,0,0,0,0,3,2,2,0,1
400452,7z-Crwkwo3wyngtjFhdJ9A,Kat,686,2008-04-24 17:37:34,1635,1139,1143,131,3.9,194,24,24,24,2,65,93,158,158,73,71
400518,3-onpMy1GXPYZ-ruhvT5UQ,Matthew,99,2008-07-24 05:00:59,98,49,75,4,3.85,16,3,1,0,0,3,6,4,4,2,2
400820,4XtyefroM9VbcBtvl1znkw,Martin,6,2011-03-19 18:38:15,2,0,8,0,4.14,1,0,0,0,0,0,1,0,0,0,0
400886,D25cZkragcmKh03vlCPxYA,Soni,8,2010-06-20 16:49:05,11,0,1,1,3.88,0,0,0,0,0,1,0,0,0,0,0
400907,gEZx7pfAylR2MnWBVMrPqg,Caz,39,2010-01-09 06:04:15,219,180,101,10,3.29,1,2,0,0,0,3,1,1,1,2,0
400918,XItaBrMk7gee_CTXxs6WpQ,Steve,2,2009-08-30 23:50:06,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
400932,AXIVEIB_7kgQxfAB3I97wQ,Carlyn,48,2010-03-23 22:51:58,72,19,23,0,4.02,1,0,0,1,0,2,2,0,0,0,0
401146,BFKUzewjbnQCI2bP1KZuGQ,Joseph,25,2010-07-27 07:48:59,20,2,10,1,4.68,0,1,0,0,0,0,1,0,0,0,1
401194,41SKaaDlWeL53b24XW_hUQ,Brian,16,2010-07-27 03:21:40,24,4,8,0,4.18,0,0,0,0,0,0,0,1,1,0,0
401290,k9zDFuuHPGBzdy9KlS7RxQ,diane,31,2008-02-04 01:18:08,120,39,52,10,3.94,9,1,0,1,0,2,4,9,9,3,7
401563,MoZhn7lfE1XdhUWFhbJQNw,Sam,12,2011-07-04 02:06:38,11,2,6,0,3.14,0,1,0,0,0,1,1,1,1,0,0
401624,-chwR5gKglj38yZka9PU1w,Jillian,83,2007-10-05 21:42:20,289,70,170,4,3.71,11,4,0,3,0,25,11,11,11,4,0
401666,fz6Vgjme-oSNSbbM4RCQHg,Dupa,46,2009-12-15 22:12:29,61,38,28,1,3.51,0,2,0,0,0,2,4,13,13,5,0
401732,WfsCYKGUXT_9nG_ZNBkVjA,Bobby,2,2011-07-21 22:37:59,1,1,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0
401870,4mIAQFXYqSitNeJygyzv_g,Laura,59,2011-03-21 21:01:44,102,40,37,4,4.02,0,0,1,0,0,3,0,2,2,1,1
401917,GAlRy0rc0GXnro8CnI-cDg,Linda,113,2010-12-25 00:35:18,81,41,28,6,3.76,2,2,0,0,0,4,5,6,6,5,0
402036,ljlW_3tdPpkoxIIxsEb4cQ,Tanner,18,2010-02-24 17:34:55,27,4,5,0,4.39,0,0,0,0,0,0,0,0,0,0,0
402104,xzk-IgmL0steIuZ6QKLZcQ,V,204,2006-12-31 18:57:44,302,208,126,12,3.56,3,2,0,0,0,4,5,1,1,7,0
402222,2rS7mm2WqZM975eB5liLTw,wilko,47,2011-04-08 20:31:34,53,13,17,0,4.06,0,0,0,0,0,0,0,1,1,0,0
402241,LqJP7MLze8X0cAHRwuGQvg,Joel,27,2009-03-23 17:21:30,39,8,9,2,3.81,0,0,0,0,0,0,2,1,1,0,0
402284,kTBjikf7etAyNTcaXw6u3Q,Emily,7,2008-07-21 00:22:14,7,1,5,2,4.43,0,0,0,0,0,0,0,1,1,0,0
402319,8fqlX5r9xImmK8oicThycA,Rebecca,83,2011-10-30 17:12:48,85,16,11,6,4.11,0,0,0,0,0,2,0,0,0,0,0
402382,IfUZagRQlWILg-Y5FS0rBQ,Anthony,303,2009-02-25 05:10:37,513,205,142,8,3.17,5,8,1,0,0,21,28,17,17,10,2
402427,WH57uTIgZfQJ-jHrOldkaQ,Nathan,76,2007-05-03 17:09:20,89,15,32,8,3.71,2,1,2,5,0,3,0,7,7,0,4
402436,jCOfe9QkFw2XEkTVQHiRvw,Robert,47,2010-07-07 18:32:05,35,2,8,2,4.31,1,1,0,0,0,0,0,1,1,2,1
402526,KwknRxAt7082M-2rLCseoQ,Lynne,50,2005-09-03 15:53:45,142,27,9,0,3.24,1,1,0,0,0,2,1,0,0,2,0
402537,Pmnk9zYi10oR1M1LHxl_9g,Cierra,100,2010-07-03 01:30:59,87,15,39,12,4.75,4,0,0,1,0,3,7,2,2,0,0
402622,n5uf4nqULeB_Ff3kwFImsg,Kimberly,9,2011-06-03 11:19:54,5,1,3,0,4.89,1,1,0,0,0,0,0,0,0,0,0
402698,Sw4e9geYXjwG8-JgsuZTSw,cecilia,105,2008-10-12 18:09:09,430,450,436,15,3.38,32,4,4,7,5,13,19,237,237,11,6
402730,7kfSU9jUaLPc6gGGrQeEgg,Tyler,33,2010-01-14 07:58:45,15,5,4,2,4.67,0,0,0,0,0,0,0,1,1,0,0
402764,OUQH3QBOJ0oJQw02yjJcog,Anastasia,43,2008-06-10 05:23:33,47,14,22,3,3.65,2,0,0,0,0,2,0,0,0,1,0
402871,rzcx07SqP9J2wUcx2stq9w,Taundra,8,2011-02-09 20:44:54,10,0,3,0,4.44,0,0,0,0,0,0,0,0,0,1,0
402875,_oLLHF00_mQdOGyr4hjyHA,Danielle,10,2010-08-11 02:59:56,3,0,0,1,4.6,0,0,0,0,0,0,0,0,0,0,0
402923,EPvt5FQn4ZVwK8oH6u1Uog,IQ,97,2011-08-15 22:15:01,48,13,12,1,3.58,4,1,0,1,0,0,3,5,5,2,0
402928,YSaYBzRTFqxxcObcE1Y6kg,Sheryl,266,2011-05-26 06:23:41,333,122,188,15,3.93,6,0,0,0,0,17,9,16,16,6,4
403088,G7vL7L42Vzr5cDPXeLpXfA,Jen,128,2007-11-13 18:14:31,521,187,269,14,3.98,22,5,0,4,4,19,16,39,39,14,0
403110,qGy-DdRgIOL92SGO9laFKw,S,14,2009-06-01 23:17:13,6,6,5,1,3.56,0,1,0,0,0,0,1,2,2,0,0
403134,nrt1X1_uReQZfcB8L3RN0g,Robin,372,2011-11-07 02:50:53,688,253,344,44,4.15,57,6,5,4,0,31,72,28,28,33,41
403233,llnxnVbQOFhgloDVWwwGmw,Alex,24,2008-10-01 19:07:34,78,32,13,3,3.08,0,1,0,0,0,4,9,1,1,1,0
403240,wDiM8hHdbXPY47Me32XVqQ,Juliana,352,2010-10-19 01:34:52,379,149,116,8,4.05,6,6,0,1,0,6,6,11,11,3,1
403261,91KvebuHX638CvFrp51yvA,J,20,2010-08-06 17:30:08,43,4,8,0,3.23,0,0,0,0,0,1,0,1,1,0,0
403279,lBdkjivkQuaLhHJ9SNIKvQ,Lisa,16,2010-04-29 15:05:02,13,3,2,1,4.75,0,0,0,0,0,0,0,0,0,1,0
403292,i1HsRhCR2N2sukxH24wH4A,Pamala,26,2010-07-13 23:53:58,41,2,14,0,3.73,0,0,0,0,0,0,0,0,0,0,0
403306,Ie7DWt6tpWsg6kfUF9fp3A,Jennifer,125,2007-08-29 05:38:16,66,21,31,0,4.22,1,0,2,1,0,1,1,4,4,1,0
403343,HaqStKX7oqpx5ymDHE58Ow,Meredith,372,2008-06-18 16:45:38,490,165,185,20,3.5700000000000003,14,9,0,2,0,23,18,11,11,12,3
403360,-hrSH-Van2olQbk-jDdSJQ,Andrea,37,2010-07-02 21:09:44,103,24,30,1,3.39,1,1,0,0,0,1,0,2,2,2,1
403450,LZzyszEXnhr3KzPs6GWM1g,Eva,319,2009-01-04 23:22:00,255,90,88,14,3.71,17,3,0,3,0,7,5,16,16,3,0
403513,T9N77seGCP55m3dRg8ja6w,Jenny,57,2010-11-15 21:11:10,241,11,226,15,4.05,0,0,0,0,0,0,0,1,1,0,0
403686,-TJxHbisZahgOzgMepiMAg,Jason,99,2005-12-26 19:28:12,414,82,129,10,4.19,3,4,0,0,0,8,3,11,11,3,1
403703,mT2wztZPWgL4VDZH7hyRiA,Stephanie,15,2008-07-31 16:43:58,95,16,29,1,3.06,1,0,0,0,0,2,3,2,2,2,0
403913,ZTeXP-iOjlFPoYdJnLBv2A,Eddie,15,2011-06-25 04:20:22,7,5,2,1,4.18,0,1,0,0,0,1,0,0,0,0,0
403953,dU1KZyt04bdH4P561r6pWw,Shannon,16,2009-03-15 14:01:57,30,4,11,2,4.13,0,2,0,0,0,2,1,0,0,1,0
404008,S9_LlDbf9A0d7-Gcsd6H-A,David,10,2010-08-23 19:43:34,11,12,2,0,3.6,0,0,0,0,0,0,1,0,0,0,0
404091,RDg8yq3CEhfPsxk9PRwRkw,Sean,132,2006-09-03 23:18:11,171,36,39,4,3.61,0,0,0,0,0,3,4,1,1,5,0
404295,kJa5mc7Set1gNpW2egaKrA,KitKat,64,2009-06-18 01:41:08,12,5,1,1,3.74,0,0,0,0,0,1,0,1,1,1,0
404360,At1drJ5cln6wfEbmlyDGLg,Jack,43,2007-03-23 05:16:10,64,14,16,0,3.7,0,0,0,0,0,1,2,0,0,1,0
404414,722mRUS7q7sWqPjZji39Tg,Dan,7,2007-11-26 01:38:53,13,7,1,0,3.13,1,0,0,0,0,0,0,0,0,0,0
404437,fqP1LZPK-L9QDPxFoSlDOg,Wendy,184,2008-01-25 09:02:51,631,483,295,34,3.71,20,2,2,9,0,64,35,29,29,9,16
404447,pDKVTBEExJtoLt7iJZ-IXw,Betty,28,2009-05-03 12:48:09,127,47,11,5,2.74,1,0,0,0,0,6,5,3,3,2,0
404486,LgDlbpvZ6u8Gm2hSsHfO6w,Nick,81,2007-06-04 02:45:30,149,42,62,3,3.44,1,0,0,1,0,3,2,1,1,2,1
404513,XGprFc9iX7rlhXXU7g-ofQ,Patrick,86,2010-12-30 06:40:41,38,12,18,2,4.71,0,0,0,0,0,1,4,1,1,0,0
404518,QX0kuWJ6s5zFZve3s1IzcQ,Abhita,21,2010-09-04 19:07:29,23,1,5,1,4.52,1,0,0,0,0,0,0,0,0,0,0
404779,SoSXpQnvb6or32rb3oy77w,Becky,457,2009-04-20 21:33:50,1199,328,561,43,4.06,55,2,5,2,0,46,97,99,99,48,15
404803,aIlATitDYQlIwj_27yuBUw,Claire,13,2011-10-14 01:33:43,8,2,3,0,3.94,0,0,0,0,0,0,0,0,0,0,0
404846,krVUs7IIaTS1aCS2HLkU0g,Nancy,101,2010-03-02 22:12:14,178,52,84,3,3.69,4,1,3,0,0,9,8,25,25,4,1
404880,r6QWM5-UaWutiDrZpy5FBg,Bryant,93,2008-02-14 18:45:16,100,48,62,5,3.96,5,1,1,0,0,5,17,8,8,5,3
405044,5p0Lv2i9tgfkHAu8HeHijA,Kim,381,2010-08-14 01:14:02,779,397,438,71,3.72,35,1,3,11,0,24,29,41,41,15,24
405144,QcQSteWdbsCWjmBD4bu60g,Robert,98,2011-06-13 19:42:18,222,43,39,5,3.35,0,0,0,0,0,1,5,0,0,1,0
405157,9hSu3--CQzihJzCe96uIjA,Leslie,78,2009-07-11 16:00:38,115,13,19,0,3.7,0,0,0,1,0,1,1,1,1,1,1
405272,CCdww89IEjLfj4IlrJamOA,Red Tail,486,2009-12-31 08:53:53,581,154,117,10,3.19,1,1,0,0,0,3,3,1,1,6,1
405364,-wmGiVj_Hv-femabSYI3pg,Lia,438,2009-05-29 17:33:01,713,280,233,29,3.53,7,3,1,2,1,16,29,20,20,18,6
405370,Aw9qgRITIjPKEOM9Vfnc2w,Andrew,31,2010-06-17 01:53:36,14,7,9,0,4.21,0,0,0,0,0,1,1,0,0,0,0
405417,lKigBqNqKiMXHpUhMd9UQQ,Henry,143,2008-12-23 03:44:15,276,80,102,10,4.06,5,4,0,1,0,9,9,6,6,5,3
405487,eFXy9H9H2tBfnyNahNUUEQ,brad,9,2008-08-20 14:25:29,28,2,3,0,3.22,0,0,0,0,0,0,0,0,0,0,0
405570,yC73VYd7pY37YhMDNKBZ8A,Angie,320,2008-12-02 00:30:41,403,110,110,8,3.7,2,1,0,0,0,3,1,2,2,8,0
405586,0N9Z24YW6kqWVDJHin3dGQ,Eileen Anne,60,2007-10-17 23:29:08,65,19,33,3,4.28,4,3,0,2,0,2,3,2,2,6,1
405701,vFnUXZtI812TTIib1qdlZQ,Adam,36,2010-06-04 00:15:39,29,15,12,1,3.94,0,0,0,0,0,1,0,0,0,0,0
405724,qiNNOw0_to8Ub3dMWO7Qbw,Meg,4,2012-02-22 05:01:41,7,0,3,1,4.5,0,0,0,0,0,0,1,0,0,2,0
405732,Xkiroawu3fdi28K96wXHMg,Denise,8,2011-03-06 08:02:10,1,0,1,0,4.5,0,0,0,0,0,0,0,0,0,0,0
405847,iLUCYJjGrj_OsU6EynbIkA,Dave,35,2009-06-22 23:50:33,38,15,17,0,4.11,0,0,0,0,0,1,1,1,1,0,1
405867,HcUELjJ3-krjLXvLqUdjBQ,Ashley,188,2010-04-21 13:41:12,623,225,268,33,3.62,64,5,4,0,2,40,66,62,62,28,11
405916,rZy9GOT7-zqJ2EGgBtZa9A,Jessica,22,2010-06-20 23:17:51,19,3,5,1,3.86,0,0,0,0,0,1,0,1,1,2,0
405937,_R4KplBG--Wu49OEAp_UAg,Julia,402,2007-12-06 06:09:38,1086,422,422,18,3.19,4,3,0,3,0,6,11,9,9,5,3
405945,sN16-yIYZwJjG_NePg9dXw,John,46,2010-01-18 18:28:55,43,20,9,3,3.64,0,1,1,0,0,0,1,4,4,1,1
406064,iMYhltC_FBdKqldd7BxUjg,Melinda,173,2009-08-05 17:36:39,217,61,54,3,2.97,3,1,1,0,0,9,5,3,3,3,0
406065,CoAPEmsVSCHXcFx0Mv1TNA,Maggie,48,2009-04-16 18:11:23,67,14,17,0,3.5700000000000003,1,1,0,0,0,0,2,1,1,3,0
406164,WXIU0X71jZUZpQozVri4Bg,Frederic,37,2009-01-14 20:41:11,70,11,5,2,2.97,0,0,0,0,0,0,1,1,1,0,0
406189,-7nZnapba7nTg2UipXVc2g,Bindia,90,2009-05-09 16:51:57,188,28,66,8,3.5700000000000003,4,2,1,0,0,1,6,6,6,1,0
406223,QzhpaqQ3qkj471X_uVHC0g,Vivien,10,2011-01-03 02:54:20,3,0,0,0,3.9,0,1,0,0,0,0,0,0,0,0,0
406520,skQ5S17lFVESPed7FxKU3Q,Ashley,83,2010-07-05 19:06:03,160,19,43,5,4.22,0,1,0,1,0,0,4,1,1,2,0
406572,hfUqsA9_q8JSnKatpRv5_w,Matt,120,2009-11-22 21:33:57,117,46,50,2,3.76,0,1,0,0,0,1,2,1,1,1,0
406697,__iJUNnvtQuEu0I_JlaHjw,Steven,13,2009-12-20 16:20:56,3,0,1,1,3.38,0,0,0,0,0,0,0,0,0,0,2
406714,vQheOf2yliaOm2DeHLmaVg,Sol,14,2009-01-30 16:34:58,9,1,7,0,4.5,0,0,0,0,0,0,1,1,1,0,0
406778,VI_tn4_Z0026X6q12YGePQ,Mynor,13,2011-05-27 19:16:09,7,4,2,1,3.75,0,0,0,0,0,0,0,0,0,0,0
406929,Y5ceeC7IJJD3t151BHetFw,Giannina,213,2011-05-22 04:21:17,262,55,50,13,3.86,0,2,0,0,0,4,10,1,1,1,0
406990,It7DLeJnNXTq5apL8B5iLw,David,298,2008-02-23 19:03:29,931,295,334,18,3.36,33,2,1,0,0,25,13,36,36,57,8
407003,vZim7Nv1SwzuZjYdR8Ya4g,Michela,1,2011-06-29 03:55:35,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
407042,qbq4zC9SrZuaQ4-J-wtRuw,J,223,2009-07-08 05:44:47,198,75,106,9,3.46,6,2,1,1,0,5,16,17,17,1,2
407063,J2FYFSGza1dv9ppeCaLfTQ,Chris,62,2006-08-23 23:58:17,36,7,8,0,4.24,0,0,0,0,0,1,1,2,2,2,0
407097,NTAtRLGpTz0sFqXg61RyQw,Rob,38,2008-12-25 15:51:16,48,23,8,2,3.44,0,1,0,0,0,0,1,1,1,0,0
407238,zS2yfEIk6qy2CpLct7K_Jw,Danna,16,2011-11-15 22:40:10,43,14,21,4,4.29,2,1,1,0,0,1,0,3,3,0,0
407275,N6IhlQC0xbDw5POuTAepPw,Justin,252,2010-10-28 21:53:01,246,77,63,9,3.55,0,1,1,1,0,3,3,1,1,4,0
407283,75EubM_Md53u1gEjwkJr7w,Kelly,27,2007-01-21 19:27:09,38,4,14,3,4.79,2,0,1,0,0,2,1,3,3,2,1
407328,frSKag7qIAwpHRmLzKCaSw,Derek,103,2008-10-31 04:21:07,80,12,26,1,4.74,0,0,0,0,0,1,5,0,0,0,0
407329,DiIsKa-rDEd_1PJC8-EHzw,Bonnie,5,2011-09-01 23:58:29,8,0,2,0,5.0,0,0,0,0,0,0,0,0,0,0,0
407467,gJ8U1y28Yfr2x8JTiHhAgg,Jay,32,2011-06-28 03:22:43,30,6,2,0,4.06,0,0,0,0,0,0,0,0,0,0,0
407482,PpCc7-9dC5PKfXenSvgixQ,A,13,2009-02-13 15:37:38,7,1,0,0,4.08,0,0,0,0,0,2,0,0,0,0,0
407487,UftGugwRkdmwsWW8rbl0RQ,Andrea,6,2010-02-22 01:28:03,5,0,4,0,4.83,1,0,0,0,0,0,1,2,2,0,0
407489,87NFAR3gGGyrBlM2Hf14Ig,Sinéad,15,2010-03-09 00:25:09,6,2,3,0,4.0,0,1,0,0,0,0,0,0,0,0,0
407521,dXXW5ujcGfYkltyygyM5SA,Jennifer,18,2010-07-05 19:15:35,31,6,4,0,2.89,0,0,0,0,0,2,0,0,0,0,0
407551,W92Wd0GE_-13ogVeKIIF7g,Ta,274,2006-05-17 23:25:19,536,145,211,19,3.44,13,6,3,4,1,6,15,19,19,1,3
407625,Qm2C-oiEAUD0DnqPxTgLBQ,Annette,212,2010-12-20 08:16:18,146,23,38,3,3.93,0,4,0,0,0,4,4,9,9,6,0
407636,d3Twc4gGPLU_LheFGmLm-Q,Joy,173,2010-08-11 20:44:41,160,58,94,10,3.98,0,1,0,0,0,6,2,4,4,2,1
407650,Dv-EKgxMml70qZDTASq8iw,Ted,283,2010-09-14 14:02:50,1443,486,732,77,4.24,73,7,6,1,1,42,169,232,232,82,18
407683,2B9p_J_axD5pdKWasg46Sg,laurie,17,2008-02-18 19:23:50,33,9,24,2,4.39,4,1,0,0,0,2,3,3,3,1,0
407702,j4SfBz7GcnjHjxk5NbaICQ,Mike,331,2007-07-29 23:45:04,625,165,263,14,4.09,9,5,0,0,0,6,18,30,30,16,4
407940,wHekAr9Zm1WsBlBmSqniPA,Gregory,131,2011-05-27 17:03:30,157,51,40,5,3.37,0,1,0,0,0,3,7,4,4,0,1
407989,2GDyvi8bzcsIJrhvmjVlww,Schelly,43,2007-01-06 01:11:52,138,19,56,4,4.59,0,0,0,0,0,1,5,3,3,3,0
408033,5bWzxmN7-FQFxz-MHVKC_A,aileen,36,2009-04-20 02:45:42,31,20,7,0,3.98,0,0,0,0,0,0,1,0,0,0,0
408061,qVI4IvpTEh47pWuWLRiXVg,Tina,6,2011-01-29 21:37:11,4,0,6,0,4.17,0,0,0,0,0,0,0,1,1,0,0
408095,6w9EFd5REdlmTCGkxQBr9w,Megan,36,2008-05-28 20:46:49,98,14,51,0,3.39,1,0,0,0,0,2,2,4,4,0,1
408147,ZWG8g9x2cc7ltHhnVjNASg,Todd,41,2010-06-23 04:10:20,62,11,18,1,3.79,0,2,0,0,0,3,2,5,5,0,3
408153,3B4dWxXS9Da1-ayaeTOI8A,Benny,89,2007-09-20 18:45:02,163,92,51,2,3.18,0,1,1,0,0,1,0,0,0,4,0
408193,DU2-y4-10nAQmEtD-czzkA,Simon,93,2011-02-02 05:54:33,98,32,30,2,3.52,0,3,0,0,0,1,2,0,0,1,0
408285,IT65lkYAwkHm0V8i8eY7fQ,Jim,59,2010-11-11 01:49:14,144,77,40,3,3.62,1,3,0,0,0,1,2,2,2,1,0
408328,2jhgbapDyMi9Be8OMHwOuA,Luke,11,2008-04-12 15:33:39,17,1,5,0,3.42,0,0,0,0,0,0,1,1,1,0,0
408360,-Sz_QcHojY2Sq-LTbXCpFQ,Patrick,74,2011-03-12 16:16:54,106,16,15,1,4.05,1,0,0,0,0,1,1,0,0,1,0
408423,XIUEw3fhKHZG9l0VpD4kEQ,Kristina,346,2008-03-26 00:43:26,377,158,189,22,4.08,16,4,5,2,0,10,32,28,28,11,5
408556,PJpu0565eWM0H4uimk_GDA,Sean,10,2009-01-20 06:30:15,9,1,1,0,2.3,0,0,0,0,0,0,0,0,0,0,0
408559,AIU3Zy92swQ3-zLBkU52Hg,Karina,298,2010-03-25 18:45:03,725,287,285,29,3.85,28,9,1,0,0,24,71,67,67,14,2
408606,EQLHaEAdRaAMtbXypwzbsg,Bev,29,2008-06-04 21:20:47,13,2,1,1,4.36,0,0,0,0,0,0,0,0,0,0,0
408652,T5AD83-OzWJKfzfU5KTrBQ,Alex,126,2010-12-30 16:17:16,144,28,47,15,4.11,2,0,0,0,0,6,2,3,3,7,1
408818,vEXzp6kyuiGrE_wHqjYqGA,Marylee,16,2011-07-27 15:26:52,5,1,4,0,4.5600000000000005,0,0,0,0,0,0,0,0,0,1,0
408895,Yz2-3V3Bemwk0mk_cHcxpA,Charlotte,45,2008-09-08 19:31:27,17,6,4,1,3.48,0,0,0,0,0,0,0,1,1,0,0
408945,VRzJ_pntFuItrS4_GgzEcw,Sonrisa,18,2011-01-06 20:37:06,8,0,1,0,4.0,0,0,0,0,0,0,0,0,0,0,0
409080,JikZ9PwirXC0zBpXIx33fA,Vivian,24,2010-10-11 07:14:24,23,2,13,1,4.96,0,1,0,0,0,0,3,2,2,1,0
409184,eWXHCf8MH6XFB1KgRbCqyg,Laurie,52,2010-06-15 03:35:02,206,10,17,2,4.06,0,0,0,0,0,1,0,0,0,0,0
409215,9VmB9CRdxyQTvM2g8QB3Ag,Andrew,500,2007-01-14 20:11:06,575,174,210,21,3.79,9,5,4,0,1,21,30,26,26,13,4
409220,QyyCQb7i4YHZeHLPeLfYLQ,Ashley,207,2011-06-04 03:14:24,211,42,49,3,4.0,3,2,1,0,0,4,6,3,3,3,1
409322,2jXaevEeuCX42HmAkcKJ5Q,Trent,7,2011-03-20 04:46:34,1,0,0,0,4.43,0,0,0,0,0,1,0,0,0,0,0
409385,BKo1t2Bivb9GrqW6LLsrRA,Kaitlin,34,2009-08-03 04:04:51,97,20,24,3,4.24,0,0,0,0,0,1,7,0,0,1,0
409656,f4TbNOjuse0eHilYBQgwAQ,Ed,137,2010-11-27 15:02:38,206,39,61,6,3.74,0,1,0,0,0,7,2,5,5,5,1
409795,BLQaCuPZedgCufDz_YrW-g,Bob,15,2009-06-06 15:40:52,7,0,2,0,3.81,0,0,0,0,0,0,0,0,0,0,0
409824,thYgJqF7fDgwPvVSwg2lqA,Joe,15,2011-06-02 19:00:35,21,3,3,0,3.61,0,0,0,0,0,0,2,0,0,0,0
409841,N0D0oCXJboNGo-g9SSa83Q,Emily,182,2010-12-05 05:43:42,221,53,151,19,3.92,23,1,0,0,0,18,19,40,40,4,10
409938,oeEyIJpyI3JcVSMyWvzdMQ,Aaron,15,2011-05-01 00:16:42,4,2,1,0,3.87,0,0,0,0,0,0,0,0,0,1,0
409990,w_gGYNs8oJlR0ZoPZrn1Gw,Linda,7,2011-05-11 21:32:54,1,1,3,0,5.0,0,0,0,0,0,0,1,0,0,0,0
410019,ZtY9bMvYkUFoZjhHC5kshg,Liwei,260,2011-09-21 18:03:55,150,29,52,3,3.64,1,0,0,0,0,0,3,2,2,2,1
410053,Wk9rXJMzZZK9eG3yethHlg,Morgen,843,2011-10-18 03:23:38,1821,962,913,87,3.94,21,4,2,0,2,13,27,51,51,35,1
410070,HFkkaeT0XPTrybJledif2A,Flory,822,2011-01-22 00:52:01,1584,691,844,34,3.5,32,10,3,4,2,36,109,79,79,28,9
410166,CdHpSm2h5P2whdmZ1gBT9w,William,3,2010-03-08 22:09:45,11,2,0,0,2.33,1,0,0,0,0,0,0,0,0,0,0
410169,nj1kkYu16ozsGo-vHacIcQ,Adam,188,2007-07-13 00:07:28,428,98,127,10,3.49,4,4,2,0,0,21,9,12,12,15,0
410171,KwMpQpd8vijfSzfSAJEsSQ,Johnathan,9,2009-11-10 21:49:50,3,2,2,1,4.33,0,0,0,0,0,1,1,0,0,1,0
410206,CEyru2c2JoqQjLdLOCa5vA,Melissa,21,2008-05-06 09:16:43,8,1,0,0,3.95,1,0,0,0,0,0,0,0,0,0,0
410392,rpeUkBFOi_a7yd3_P5gOvQ,Maria,8,2011-04-22 15:10:18,16,1,2,3,4.5,1,0,0,0,0,1,0,1,1,0,0
410395,2RS4_kRuy3wL8hQnjl_YVA,Tina Marie,14,2011-07-19 21:15:32,13,0,1,2,4.2,0,0,0,0,0,0,0,0,0,0,0
410579,Nwp7WKVWkd_Bn2QeZRkljA,Summer,130,2010-08-20 03:48:55,222,54,93,11,4.27,3,2,0,0,0,4,3,3,3,6,3
410584,K5sTKytnUvYO-zzVaPwnVA,Tom,25,2010-12-11 20:51:38,50,15,6,0,3.27,0,0,0,1,0,1,1,2,2,0,0
410599,Z_-8eFcHa8gMb517srV79A,Justin,145,2010-08-08 03:43:03,195,67,87,7,4.09,3,0,0,0,0,1,0,0,0,1,0
410699,KYpS5QWSTpK7B0mGcQWzRg,KYLE,22,2011-01-27 20:48:39,15,6,5,0,4.05,0,0,0,0,0,7,1,0,0,1,0
410719,DFENl5W4GgwGshWSgP3vbA,Heather,294,2009-07-23 17:38:37,282,83,108,17,3.39,13,3,0,2,1,8,11,11,11,2,2
410777,6Ey3i-fKN0Oi07Ku6KqrSQ,Kellie,74,2010-06-10 13:29:23,67,11,18,2,4.48,0,1,0,0,0,1,1,1,1,0,0
410789,YuYYWZPajRFEUtX3HoXikw,G,8,2011-02-11 03:01:30,8,3,1,2,4.75,0,0,0,0,0,0,0,0,0,0,0
410794,rD8QU4ohL76rvcfjm31hNA,Sarah,21,2011-07-28 04:00:02,6,1,3,0,4.76,0,0,0,0,0,0,0,0,0,0,0
410830,rEbjHmQPIhKuklW7H5C_Pw,Jackson,65,2008-09-08 22:22:27,97,36,26,3,3.25,0,2,0,0,0,5,5,9,9,2,0
410944,IMVsqjduoAe70PVVtbZj6w,Jeff,27,2009-08-31 15:16:16,55,13,10,0,3.53,1,0,0,0,0,1,1,0,0,1,0
410962,zoMuJIKN0sqWxu_DjpupOg,Elle,221,2008-12-02 22:19:34,191,56,40,4,3.91,0,2,0,0,0,2,5,4,4,2,4
410980,JLX79rPbSyFQxFVj-v19yw,Michael,11,2009-05-02 05:44:58,4,0,1,0,3.25,0,0,0,0,0,1,0,0,0,0,0
411218,JbFpF3eicjWsQCQGS2IfKw,K,25,2009-06-04 00:00:54,67,8,9,3,3.15,0,0,0,0,0,0,0,1,1,0,0
411228,U__KsDEIzlQ4ZMPINR3v6A,Nicole,4,2012-07-28 17:10:07,1,0,0,1,4.0,0,0,0,0,0,0,1,0,0,0,0
411250,0UhYuSYY_iSARA_Wf4h9OQ,Simon,4,2010-01-29 21:16:45,7,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
411346,MNJs3-IrFWvO_poZlAVTWw,Chad,274,2011-01-14 18:43:39,325,203,182,13,4.07,4,2,0,0,0,4,11,12,12,14,0
411349,83V1-SCjw820Z2oNEGRGYg,Heather,7,2011-06-26 19:07:41,51,0,4,0,4.13,0,0,0,0,0,0,0,0,0,0,0
411395,nTP-RROdap8-6C3zidE43A,Drew,3,2012-02-09 08:12:20,3,2,2,0,4.33,0,0,0,0,0,0,0,0,0,1,0
411492,02DmOZgg7sE2-OroA1dmLw,Russ,94,2011-03-15 20:50:26,142,17,36,8,3.99,0,2,0,0,0,1,4,4,4,2,0
