,user_id,business_id,text,date,compliment_count
198034,x5rbCxLkjduVDQH6gKTn4A,D7Os2-9ApTGmNyzidqfwGA,They have the best spa in town.,2014-07-04 16:31:39,0
198035,AxS3g4pb87UZd2-IL8YwZQ,7hpUoYdAVToZXwuPRgoqdA,My favorite study spot. Chapterhouse has many different coffees to keep me constantly caffeinated. I love their berry mocha latte!,2013-02-25 01:37:28,0
198097,Y-3EH440-kZrhxLr9NIZsw,wi4F4NUvxn7UWHvQ1Iiz7w,Best Cuban!,2017-04-27 14:44:15,0
198226,Cpm7vm5ZWw4zlS1ONGYkBA,kWrn-inIIahiSFWft-13qQ,Great,2018-04-02 23:12:19,0
198494,jalPD0i5QhCAq2Rq8hMXTw,o2i4AvqF6Q9lWK-wksxzuw,Excellent service,2014-04-06 01:49:58,0
198514,Q4QJRo6u0aj_BIBULQTHDQ,OrE8LhQpKVXTA6gJyu5G9Q,My favorite noodles in Reno. Very authentic. Too authentic for my wife. :),2015-02-02 19:29:47,0
198524,DdR5AATLniZawB6sxCreEg,UM6XgOtTX4DWWcGDTWtjEg,happy birthday handle!,2011-09-02 04:36:03,0
198656,lfrWaxgLJhiF-oC7tO981A,JUlsvVAvZvGHWFfkKm0nlg,shrimp tacos with crispy chicken skin are awesome,2012-06-19 21:46:55,0
198676,7nbECHuH3LdviFlTwsChQw,0ByzGehS0T5muzZ2qYGq_Q,best wings in nashville! hands down,2017-07-19 15:32:51,0
198790,05c0iX7bZC8pd_BtSfwUcA,qwOHMS_GcwDMY8z55_naUQ,yum!,2011-12-08 17:14:46,0
199008,j_flE-6MdqUXMdTdGTNWxw,JUlsvVAvZvGHWFfkKm0nlg,Favorite Mexican place!!,2018-01-20 23:15:19,0
199252,LYo9OzDPZa3rZuMbWJOTVg,UX3eq0WsVva-cqlVrzyzFg,"To each her own, but I found these margaritas purty awful. Tastes like they're made with cheap grocery store squeeze bottle lime juice.",2013-03-22 22:44:38,0
199371,bs9p16R7UTGu2lbE6ggo9A,7hpUoYdAVToZXwuPRgoqdA,"Very cute, modern & minimalist. It was quiet and relaxing and the coffee was great.",2017-03-22 23:30:11,0
199685,y5Hd-sV8L5UQfKN9AJ5XVQ,JUlsvVAvZvGHWFfkKm0nlg,The food is awesome! You can't beat The price you pay for The food! 5 stars all The way,2012-07-14 18:55:50,0
199785,BF2lRO75dBKqwJyMu17mMg,c_wrQJRAH478aAWJajPZ5g,Very good.,2016-08-02 16:50:24,0
200135,dGaV7FA2_Mu99h1Zdh4PTA,CU7JcRlCu01SFdf6CCITXQ,Great place!,2018-01-27 22:19:39,0
200245,Cpm7vm5ZWw4zlS1ONGYkBA,kWrn-inIIahiSFWft-13qQ,Great every time,2018-04-14 16:52:13,0
200640,TGEY6VchAS4lRGr8Ax3ioA,NIQWO-Q_F598XlAvZnFVCA,"Beer, whiskey, burgers, and cute waitresses. What more can you ask for?",2013-08-28 10:05:30,0
200871,ZvnKExtLUpTajoZ7dTYn8w,GyC36Pn0Q1-qHnqXys6yFg,Friday fish fry great,2012-11-10 00:06:26,0
200877,oSnn-dQLftR5EevMuNLWVA,O3JyUZS0wzsApHJ1h10Ndg,Who actually insures this?!,2015-10-24 00:34:36,0
200912,yYyY5fR0-Non_c4o7skDMQ,r43DrfYAbAgifsYyNkljZw,Horrible ribs (and I'm from the south). All you can eat rib night is a rip off.,2012-01-05 03:44:39,0
201016,SpbdCFeL1xiMbHu4lMh4VQ,dIpTuL2T1L98GQGU17IeSw,"Bird and pig is better than ever; always a wise choice, but specials are always excellent too!",2013-05-28 23:31:46,0
201066,u3H8lkDSkVoEHUqf9yXnWg,UX3eq0WsVva-cqlVrzyzFg,Love their Taco Tuesdays for lunch! Good service & good food!,2014-06-19 16:23:32,0
201114,-dfRhsWykD8gevLoJ3GuNw,nIxepiPUk5FUfL4u9EFfew,Comedy night,2012-06-01 01:01:53,0
201149,Hq9itjKNVpC5y-w38-NvHw,E-lom61ni5dYZnQVfTDagA,inexperienced and industry-uneducated management. you will move out in six months!!!!! roach motel!!!!!,2013-05-02 14:24:53,0
201182,bMw97d86lEkatPt64NO6yw,UYxGgnJ4Z2lOehK23HSIlw,Car always looks amazing afterwards. Very quick and efficient.,2014-04-27 17:13:45,0
201283,UC5EirtXlNfW8abH0Dj3JA,zDJoyeohHjEX-Pz6zQfPng,We were in mood for crabcakes found this place on yelp all reviews good so we came here..food is amazing...definately be back here..janelle our server was great,2013-07-19 22:55:10,0
201308,LQgk2I-jVT15fofH9HpF3w,YhQAQhG1IkXJH7oLZMbM9w,"Good food, good service.",2015-08-15 23:31:33,0
201407,XtYBMVG3xLYbcpwFrkwu1g,UM6XgOtTX4DWWcGDTWtjEg,"""Are you kidding? Would you forget this?"" =]",2011-07-17 02:45:31,0
201494,ZvnKExtLUpTajoZ7dTYn8w,GyC36Pn0Q1-qHnqXys6yFg,Grandma's breakfast is best deal OFF the menu.,2013-09-14 12:39:30,0
201653,N6w_VAoO3QxK-jVk9RcQRQ,S2Ho8yLxhKAa26pBAm6rxA,Get the boudin. Absolutely wonderful! It is served with a Jack Daniels mustard. Great appetizer,2016-09-07 14:58:51,0
201672,dHj7gwRGxYEGz7P21Z7DSw,lNsnmur2Df2oK9ywyY0H3g,"Meh...
Not a very organized kitchen. Cold plates, bad timing, boring sauces and missing appetizers.  Kinda let down.  I will say that the Taku Taku was spiced nicely and the hot chocolate was as creamy as a Cadbury!  

Having said this I do think they were having a bad night. The manager was gracious and concerned with our experience. I will try again next time I'm in Lambertville.",2014-01-18 00:52:27,0
201688,kVI-szTD7GcjqndEUfCERQ,MuJBELBk9VXJjH0tryDh1w,Mole sauce had no flavor at all,2017-11-25 00:15:06,0
201698,xO5Upo5MVZyd6D8nkO8sQA,YhQAQhG1IkXJH7oLZMbM9w,Yum,2013-10-13 19:08:56,0
201706,nWeF5_9rdHftlavdLFMXwQ,6Z89Ixagyc0mrVnyZHiIVw,"The atmosphere is great and the food is fantastic. I would give it 4.5 stars, only minor issue is the servers are slow on refills. The ribeye steak is probably the best I have ever had.  The seafood is fantastic.  The food portions are generous, you will not leave hungry! It's definitely worth coming here and see'ing for yourself.",2014-04-07 00:10:40,0
201715,t0dITRdblrew3X_j9paqug,SbdL-8NSmTWgSwdGZBa7WQ,Best pizza I ever had. What more is there to say?,2018-12-08 18:36:08,0
201817,zoXOUWXMSMx9CtKTBgYpzw,NIQWO-Q_F598XlAvZnFVCA,If u have party of more than 4 good luck! Only 3 tables for 6 people!,2014-11-10 03:41:28,0
201923,3kc3kFxh6-zhvchyrl3Q1w,qwOHMS_GcwDMY8z55_naUQ,Great spot for a quick yet relaxing lunch. The food is always delicious and the employees are fun and hard-working. Love it here!,2013-03-22 17:14:41,0
201924,NFT0DasyP-T7yMYoAEDy9Q,SbdL-8NSmTWgSwdGZBa7WQ,Tony can do backflips.,2014-08-08 00:30:37,0
201933,iWMDsIr7w5FT8lJREQsTNg,S2Ho8yLxhKAa26pBAm6rxA,"Walk on by... Ordered the shrimp and grits, the shrimp where salad size and the bread was sliced so thin u could see through it... They gave us 3 slices of see through bread with no butter.",2016-04-30 02:01:34,0
202061,sJjs0XvqKMnXiPzJXlTRGg,cSeA6pC9JUlGfz-RNfvnGw,Service was fast and courteous. The waiting area was cool and clean.,2016-09-19 20:22:32,0
202086,QY_HnpRQj_sfqfpoYyMoLg,ppFCk9aQkM338Rgwpl2F5A,Prepare for a long wait.. Staff is small,2014-02-16 08:21:13,0
202213,oxD42skMItWRbssBybQitA,Idjv5ldTN-4Q7QseD46AOw,Closed on Sundays...,2016-04-17 20:58:28,0
202223,7U4dzA9ifXnC2jcVQ-2dDQ,S2Ho8yLxhKAa26pBAm6rxA,The atmosphere is nice. Friendly staff. Helpful with recommendations. Great food.,2016-02-19 00:25:43,0
202387,2lqjubRi2U2oqG_58ljN4w,Wj7clIaMhJmWuR7MuMjoeA,Great place! The staff is friendly and helpful. Had a great time.,2015-04-12 02:58:00,0
202457,umSYWQvIm5ByCBa5gvWymA,G_gkdBVK8N5Sp9CSGnYeMw,Don't miss it!,2010-09-05 17:26:04,0
202465,AtKqjKYorfqEdsTdai7K5g,kLnOdN3_HuF1iXjtkb79aw,Very nice lobby. Recently remodeled.,2012-05-09 22:22:48,0
202591,kM-SoEjPHc_riBCyWygmag,peL7F35gY6nXuXDD-08LAA,Very much enjoyed our meals and the service!,2019-10-08 23:29:38,0
202596,4WH27H3NQTmy3p18BXBszQ,UM6XgOtTX4DWWcGDTWtjEg,Nice selection of beers.  Russian foods too.,2013-04-06 17:31:02,0
202607,s2WRfOCjd_PfcnrBquV-hg,dJAsoEx8oYsPA82-UFXsqg,I dropped off some passengers here. They invited me in for tacos. Damn good,2019-10-02 15:02:28,0
202656,Jh7_umH5RiAVNet_8yvpfw,NIQWO-Q_F598XlAvZnFVCA,"Their ice water has a foul taste to it, like a bad restroom smell. Although their drinks seem to be what you get here, but I couldn't have any tonight! Their service is awesome and food was really good.",2016-02-16 05:23:52,0
202735,q51q5OQc3WE2l_oxZBkoZQ,GyC36Pn0Q1-qHnqXys6yFg,Great food excellent service,2012-12-24 15:21:13,0
202778,zOvGoLmE-0DKX9bQx3TXDA,lNsnmur2Df2oK9ywyY0H3g,Delicious varieties of Peruvian ceviches.,2017-09-11 14:35:55,0
203010,yr0geT6Lk9XUpzGxLJNg1g,D7Os2-9ApTGmNyzidqfwGA,Payback for last night.,2012-05-07 12:17:24,0
203127,6HdfEJnJt_a9GqD22X1AuQ,TTgCngKbwY7lZUHYQHoOQg,"Great service !
Rocky was huge help",2017-11-16 20:01:26,0
203145,vK_wSQotvRjc0_e5oucdlw,5nZfR9ksOZvqPnRSMM3FzQ,Buy your monster elsewhere before the rag head inside tells you that your too poor to purchase it there anyway lol!,2013-01-22 22:50:42,0
203179,K3y-8xTml3IfHYNi_6yPAw,8VJQPeqa_Z20CErlUKgzsg,"Friendly staff, cold beer, live bands, pool tables and darts. Love this place",2018-10-06 16:38:15,0
203214,jy3tCH-skST_K450ECxqYQ,iZqdoqow3e7-D71_Lx_2Eg,Its one of those nights.  You know!,2013-10-27 06:25:13,0
203274,yfPYoCUXYeFU6xTwLSH-SQ,_O_KBH1MStcUkS1xk5pxsg,Can't stop visiting for an iced Dorothy Day and a bagel with veggie cream cheese,2019-08-10 00:02:41,0
203333,mj-QpIC7trWui7gnG0eH8Q,pS0JDcoLns_IBz0epTWqrQ,Always call to make a reservation!,2018-10-04 17:26:00,0
203473,Ywb8FdXk3W6sZDMRhYZpeQ,dIpTuL2T1L98GQGU17IeSw,"Bird and Pig is my favorite!
Fun place, but the service is always slow.",2013-11-11 16:07:42,0
203568,-dfRhsWykD8gevLoJ3GuNw,nIxepiPUk5FUfL4u9EFfew,Pizza and beer!,2012-08-31 23:49:29,0
203672,IzJj7xWZskreftyF3S7FiQ,8VJQPeqa_Z20CErlUKgzsg,Nice place. Great atmosphere,2021-08-16 21:22:39,0
203705,akTFWC6VCg8YJrykSmf1gQ,OjfiWN8o_ppcxnVs925I8A,"I had the same experience as Greg and Sue. Was responsive at first and was very nice, but no follow-up.",2017-05-18 00:19:38,0
203710,vsd3jziO-Zci_9CiT_5hQA,VBWUdluhRQf5kqawykM6Nw,"Great food, reasonable prices, just dont go if you are in a hurry.",2018-03-10 16:27:27,0
203741,ByY6d7xibLZs-loBjOEsZA,zUJMvjK6aBeQtVCowZ85-w,Great Buffet I go every Sunday night.Waiter was great,2016-03-15 08:43:23,0
203817,BB4CMPIUwmhlR522-t0gEw,dIpTuL2T1L98GQGU17IeSw,Cool hipster joint!! Nintendo Mondays!!!!,2014-02-18 01:43:03,0
203952,ivhKyPrHS8YdXCXMgSYalQ,BpMY8lZ0Q82q2Ix3yeu8YA,"Here's the thing, I have no idea if Rod the Roofer is any good or not but I drove behind his professional truck with his logo and company name with a bumper sticker that proclaimed Trump and then in smaller letters ""If you don't support our president then you don't support our country"".  65+% of Americans don't approve of the president so I guess Rod doesn't mind losing many potential customers.  Keep politics out of business.",2018-02-15 03:02:40,0
203961,s2WRfOCjd_PfcnrBquV-hg,dJAsoEx8oYsPA82-UFXsqg,I dropped off some passengers here. They invited me in for tacos. Damn good tacos.,2019-08-16 07:50:35,0
204058,mhPIazWhwNjFyfVV72Zkhg,x8joRxn_TPorP1C2LSdSYg,Food was not good I don't know what that sauce was but they should  get rid of it.,2020-01-12 02:09:49,0
204108,I0zkC6lKE49dX47L-pYhHw,UX3eq0WsVva-cqlVrzyzFg,"Beverages are cold, and you must try the chingalingas!",2014-12-31 00:45:09,0
204109,eDZVAb1Lkq_r90UshmUMUw,kNA3gcAM7N12wEscMpYh4g,"Worst experience ever, I was followed around by a lady in a quilted skirt. I was so embarrassed for them. Get with the time ""small business"".. more like Big disgrace..it was ridiculous, I love LOVE shopping -but never with desert vintage",2015-11-29 18:25:33,0
204157,ZZnm3fVQ38PagRXYbC1CpQ,vrQCClTDrPSbIHO-ub8qFg,The chicken is amazing.  And no too expensive,2019-09-22 16:40:08,0
204210,S9Zd947wt56jiiFJfs3Phw,lNsnmur2Df2oK9ywyY0H3g,Fantastic atmosphere and food!,2018-01-31 09:14:20,0
204261,V585Kt7KZCSUCkElbr6iQg,TQloD2_k3J67Q1J_picgfw,Love it here,2020-01-03 00:31:49,0
204281,K3y-8xTml3IfHYNi_6yPAw,8VJQPeqa_Z20CErlUKgzsg,Cold beer,2018-10-06 21:49:22,0
204427,bHUBt478LyKfNmn5953dbg,xh7mQ46QUMswpugKJFmppQ,This place is really good!  Very authentic and tasty!!,2021-10-05 01:59:36,0
204461,SwehNei4pdSevVYHpi-xvA,4vLJd8N3wy_Q_wu_DZuRag,Good bagels!,2019-06-09 15:58:44,0
204489,DU6AiAhvxxJWmWvpPsDKEA,S2Ho8yLxhKAa26pBAm6rxA,In a town filled with special eateries this isn't one of them.,2017-02-02 20:46:48,0
204496,j7r98gQHnPlbCFWcrmagYQ,FH_LQqNmjiFnvm6vGuXmnQ,This place shouldnt be as busy as it always is. Timing will never be on your side...drive thru always backed up to the entrance.,2021-02-22 18:45:14,0
204503,CIT8DR_EoJE1dLEDQyXKmA,rBE5TT_ndOOczNBrbRnJwA,"Identity Crisis..
Panini are Italian not Greek vre.",2016-08-19 04:26:45,1
204544,q8fwN_BkKYs1ma1uagEq1Q,rBE5TT_ndOOczNBrbRnJwA,"Excellent,  really great food and a good service.",2016-07-28 21:27:31,0
204546,mdDsY0s-KC1arjfatxtaaw,_xEomLz1UfKjn3-S1LYS8g,Poor poor poor customer service!,2015-04-26 02:21:47,0
204717,68oxnTXFfvxmeZoj-sZN8Q,JUlsvVAvZvGHWFfkKm0nlg,El camino fraud,2013-04-14 13:12:50,0
204845,mdDsY0s-KC1arjfatxtaaw,_xEomLz1UfKjn3-S1LYS8g,Don't waste your time.,2015-04-26 02:22:31,0
204862,pHY6c8hqavLe5qs5KamzGA,7hpUoYdAVToZXwuPRgoqdA,Love the Mexican Coconut $5 shake!,2013-12-22 22:53:16,0
204900,fphhdxeZujqa0b5IILGPSA,9ewPtvw22mpbypTiOxd_kg,"Location was clean, service was fast and good.",2021-06-03 23:28:21,0
204922,atnXuyKhXkMWUJqR9PqaZQ,w73ltrbV2h1VwcJca_wwzA,Love the collection of incredible garden pottery,2019-01-24 15:39:05,0
204987,gy0QbTGSG9pFJsY-cts9xg,hgsXaSoE8ZESGcGxKrBLAg,Had the crab ravioli with homemade pasta and a great rose sauce.,2015-07-25 21:28:13,0
205058,_OEQrx2b0emHAKkWlozzfw,S2Ho8yLxhKAa26pBAm6rxA,Very good,2016-04-03 02:21:59,0
205208,h4zCEXxYExTxe_rhQ1CW0A,gI34hM-873fwF1XQ8hOaSg,Terrible! Soggy no cheese and crappy delivery. Don't waste your money or your time,2020-11-07 01:37:27,0
205271,HL1RtUWNyc_6N7Sc_rDgOw,buhO8vRCaEoNvlxU0AJRpQ,Ben and Jerry are the best team of baristas...Marlena is great too!,2011-11-17 01:19:04,0
205441,vmxN9IT-PTulXcJzah2mrg,4RMHlggaIdNibPUJPVEd6w,Nice presentation,2011-06-23 17:51:50,0
205692,Kntz9exQX3K6wvQKEkJQQQ,dq_B8fJB1oPo645xkwPSKQ,"Coffee is wonderful, breakfast croissant absolutely delicious.",2021-08-23 14:24:14,0
205884,C8j_HrZze8KNt543K_qU7w,4vLJd8N3wy_Q_wu_DZuRag,"Breakfast  was really good, fast and lots of selection.  Owner is very personable.",2020-02-09 16:18:54,0
206109,NFT0DasyP-T7yMYoAEDy9Q,SbdL-8NSmTWgSwdGZBa7WQ,So far I've liked everything I've tried!,2014-08-08 00:32:01,0
206138,_8Zj_j_C_3hiL07WsBtw3g,4vLJd8N3wy_Q_wu_DZuRag,Can't stay away ! Meeting Patric to talk about business,2012-12-12 14:14:11,1
206142,G8Va0ei6VWgxfTBysobxxQ,0hCrds3sgFAYzsZolg3jcg,"Great selection...knowledgeable staff. Checkout is really, really slow. Getting out if this area if you hit Whole Foods/Target traffic is crazy. Go only when you're ready to spend some time in here...due to the great choices and the not-so-speedy exit!",2014-04-05 21:19:08,0
206259,HyOIfEMJFyQSMqRrHqpPCw,TMuqeJ5fHFn9gNkplDnMqw,Great ice cream,2021-05-18 00:32:33,0
206316,ON_LA358_Na6AOuqPvN7Ng,vR1ZFHY1Z0DtkzeHZX0taA,Awesome place! Would eat here again. Delicious.,2020-09-20 00:35:12,0
206397,TGEY6VchAS4lRGr8Ax3ioA,5lGOPqwxBNR9hfA9mFr2vA,Best Mac-n-Cheese I've ever had in my life!,2013-08-28 18:44:33,0
206598,Z195DNaV-Rv2XsSWySpu9Q,_E0WPHfJEYmwOUCAj-Jq1A,"Amazing, always such amazing food. Affordable. True Reno vibes",2019-05-11 04:53:30,0
206654,HlEzwZ7gx4B5A7k9fdizjg,S2Ho8yLxhKAa26pBAm6rxA,Great tasting fresh shrimp!!! Good portions too.,2021-07-16 23:20:38,0
207205,-dfRhsWykD8gevLoJ3GuNw,dIpTuL2T1L98GQGU17IeSw,Come get a fancy PBJ,2012-08-29 00:08:48,0
207291,uraGNPAn5peTmAIVaHeqTQ,8zzOcodws_GwKokAWDD6Ew,The manager was out of line his name is josh I won't be back,2013-12-10 00:57:00,0
207410,oqXnHM0XgxEswAemVTzfOg,J1xzewEZq51ajB18AyPd8Q,Outstanding chicken salad,2019-06-17 21:48:15,0
207579,LxI9Q9iu5L35TJP81nL5xA,HuxNO6TXUn1zcnCv5jpEbw,Very cheap and good service,2019-02-21 17:27:53,0
207636,8Klo79e3ayyYvpW0mB0h0A,BpMY8lZ0Q82q2Ix3yeu8YA,Rod the roofer is a racist Trump lover. Don't ever use him!,2020-08-18 21:00:55,0
207648,HTIk7zVNKjsyFSzr36Je4w,1lC4dy6jlB2tBdBWbocO7Q,Wendy's is amazing.,2016-07-26 19:03:03,0
207658,ZF3SB8Mcl-k_S8J8p2BAEg,hyq0W0_Sc5PNyXBdxVki5g,"Messed up order several times, and then got sorry looking sandwich",2016-10-16 13:32:33,0
207667,y1oWWzJ6DUrFgmrhVCaqaw,NV6zZPb5OGVpyX4JrSzUPg,Rest In Peace. The Block in CWE is now closed and will be missed.,2018-06-25 21:16:23,0
207737,CO7H49L-Lfb_gVyVIGE6vg,lNsnmur2Df2oK9ywyY0H3g,Favorite Mexican food ever,2021-09-25 16:56:59,0
207791,PEU1gwr9kCb3gFXH_3itZw,NIQWO-Q_F598XlAvZnFVCA,The Alfredo Mac & Cheese app is amazing! The fig burger was crazy good too!,2015-03-04 19:50:38,0
207829,DhPbLBMukY0Ev06NaWXCOQ,_O_KBH1MStcUkS1xk5pxsg,High end coffee and treats,2017-11-16 17:38:36,0
207868,ZvnKExtLUpTajoZ7dTYn8w,GyC36Pn0Q1-qHnqXys6yFg,"Working on solving the Fish fry inequalities here in Florida. Being held hostage by fried cod, fried okra & sweet carrots!",2013-06-28 22:45:06,0
207917,1v8Ir5OuIycJSX2hUw2fkg,0sr1EyOc6Td1C-962QW88w,Great food and very friendly attentive staff,2016-10-19 22:08:13,0
208015,cKz6fwya_J37xtNj5wYy7w,ostgbmaf36hOicxyl71sPg,Had nothing so far that was not good. Always packed**,2013-01-26 22:54:43,0
208032,qF4DI4qMY_MDbBvrQvOrmA,6Z89Ixagyc0mrVnyZHiIVw,Try the creme brûlée for a nice finish!,2014-09-13 15:44:12,0
208097,PV2Hdv7WleX84LFLEKgG9w,A0F-h3xJm_6gHDKcDQwSrQ,came in the morning and all the gelato was just freshly made :) so good,2012-05-17 13:57:15,0
208149,x9eWZ_U6Oc0-gx3p-Qno4Q,7IdIGemGZodDAA_9mJCigA,Friendly and clean atmosphere,2021-08-23 15:05:56,0
208164,w8cGA40eq26M8mjSfRjJiA,8QUOYn1ehCU0ixSWE08RIA,"Not closed-open 24/7. My husband has been addicted to their tacos for years, I take them home 20 at a time. Breakfast sandwiches are better than average.",2012-08-20 01:30:27,0
208238,jOHSAdsgSRNsDjrfMOGh5A,CZ2KPQtt0ah0up00YK0Ypg,Try the ribs !,2012-12-01 22:09:17,0
208281,SMFj-XKvJjyJrGeqoz9Lcg,ZCURd9PiH4qdEjQfrIZzFg,Excellent service and food.  Will go back often.,2013-10-19 03:24:41,0
208334,CwDs9exrbwZRFfZHkNthIQ,xa6JYHDgVza7CuenKBJBHw,Phenomenal tortas!  The best in Nashville,2017-12-24 20:03:03,0
208446,TKEfnkMOGDtocIXgoIeIgA,4RMHlggaIdNibPUJPVEd6w,Relaxin while waiting to catch Amtrak back to NY,2012-06-22 22:08:49,0
208625,0_OznH1KVeFBCpBAOixi8Q,lNsnmur2Df2oK9ywyY0H3g,"Yummy, lovely, and cozy. Very sweet.",2017-08-02 02:21:28,0
208840,2Z5T4R_qVem_bm5qrYaArQ,zUJMvjK6aBeQtVCowZ85-w,The food didn't taste fresh...not a fan,2015-11-29 20:09:25,0
208881,iOuETSVh7McCVti4NwykUw,_E0WPHfJEYmwOUCAj-Jq1A,Having lunch...,2011-05-02 18:06:41,0
208958,7TjSFctjx_XSv6LgHjhalA,7hpUoYdAVToZXwuPRgoqdA,Upstairs is a great area to socialize but if you need to get some work done just hide out in the basement and smash the books.,2013-02-12 19:13:51,0
208966,oPtAvCFOq4Avng0s9862-A,_E0WPHfJEYmwOUCAj-Jq1A,I got 86ed from here 13 yrs ago! Good times!,2010-11-13 04:29:18,0
209000,26MgiJX-lF_VfpZUktvaKA,AP_sb7dETsflRNNkJinYUQ,"Awesome food, great service!! Mimosa were on point too :) recommend to everyone.",2017-01-08 18:19:50,0
209061,OT6KxAeW-Nh1OYQA2hDExQ,NV6zZPb5OGVpyX4JrSzUPg,"Don't waste $28 on the subpar grass fed beef rib eye swimming in sauce.  A place that prides themselves for quality, in-house butchered meats should learn how to prepare a medium rare steak, use less fatty cuts and omit the pool of steak sauce.  Go for a sandwich instead.",2013-06-09 04:10:46,0
209270,ZDEO4ziTjlJBgiieXOPigg,JUlsvVAvZvGHWFfkKm0nlg,"This is my favorite place to be, eat and drink.",2017-08-19 20:37:31,0
209403,TFYwPj2wHBA4aHSiZHkTAg,QWqKTWQ2OiDgo3dzNkpung,Ordered their soft tofu soup and scallion pancake and loved it. :) would go again,2016-06-05 13:54:29,0
209462,lsO3NTcjPTpRFV5c0FKCDQ,S2Ho8yLxhKAa26pBAm6rxA,"Po boys came with really thick, stale bread. Otherwise the food is good.",2016-09-06 00:31:54,0
209583,Sqenl8FkE9HQDqw_SrXcIQ,NV6zZPb5OGVpyX4JrSzUPg,I really love our new location. Like in Webster the neighbors have been very supportive and welcoming. Hope to see you in soon.,2013-03-06 03:04:59,0
209622,ErbBxYBE2NiLpU_IMGk_DQ,S2Ho8yLxhKAa26pBAm6rxA,Delicious food and drinks,2017-12-16 18:17:03,0
209645,GXQ9si7lpRXuvQsGT7YtNA,qWZimITbVwNSGJZsuM47-Q,Only like the steak and egg,2015-07-13 17:48:51,0
209708,XwZg8yh2R8XKoSvo-JyVmw,S2Ho8yLxhKAa26pBAm6rxA,Too much to write. You just gotta come here and see.,2016-12-30 19:34:20,0
209796,PD2Po3giQPpFTIgPsIvMqw,SbdL-8NSmTWgSwdGZBa7WQ,Good food. Love the local feel.,2010-08-22 02:46:07,0
209805,kyfSbTpsQmt-ljlHKrE-3w,lNsnmur2Df2oK9ywyY0H3g,Fantastic food. Rich flavors and great service.  We had the Ceviche Palteado and tacu tacu red snapper special. Highly recommended.,2012-08-04 01:50:05,0
209915,kksX3tPRBhnAih7shA_JZg,FlWCsBiNoI4XTwZD8f_q0Q,Thin crust pizza is great. Great flavor and crispy. You can taste more of the ingredients and less of just dough. Too many veggies will make it soggy so keep it simple. Will definitely be back!,2013-11-25 02:47:15,0
210143,_Iy2nmWQdedH3szZAxygfQ,S2Ho8yLxhKAa26pBAm6rxA,Enjoyed the gumbo. Nice people.,2016-10-29 22:24:47,0
210161,0ioGcKmsHeoU3WpTJjmXtA,w7jVSNaeWrFHhUM36rhlSw,Love this place. I always feel special. The two blondes are especially fantastic.,2015-11-15 00:44:27,0
210202,ZRiiITdLI920OWybxmEJ6Q,5eldbLrF_oodWvu1VuEP8w,"HORRIBLE! False advertising for NYE celebration- no food, not enough bartenders. Waste of money.",2017-01-01 04:10:53,0
210257,Y_8ShUwSjfutPGsq2ji-sg,7IdIGemGZodDAA_9mJCigA,Great breakfast and friendly staff. My kids love the root beer floats!,2016-01-27 05:03:37,0
210306,5AEA_DXYZJqUKzqSdsdssQ,jBCgQ6nZDsMCWU7eaSxOpw,The pulled pork is to die for.,2012-10-04 16:35:43,0
210527,KNDMUyeW8bSsLXGSNyQS-Q,4RMHlggaIdNibPUJPVEd6w,We went there for lunch for the first time. Chalkboard outside with Corsendonk Christmas ale on tap advertised caught my husbands attention.  Found it to be excellent food. We both had the chicken salad sandwich. They had an organic cider for me. Bartender was exceptional. Will definitely go back.,2013-02-08 20:05:03,0
210628,V3MuKEu-H5edC2iHr1EB3g,vNc9527agZBVjt-ClAOetQ,Great place.,2017-05-07 12:44:38,0
210666,tyuuRtRh2_72_3uDCJox8Q,2myVMP_l-9f9JIZewm19Cg,Super close to Bourbon. Not bad for price.,2017-10-01 15:55:51,0
211084,UuaGIAH8J0m4qfGc41NRvQ,QPTkTGLbrIcAfjQzbIg7Xg,"They have a Drive-thru, that's new to me",2012-07-10 01:25:31,0
211262,fkUBxWwLBPSEZpG0YYQv-g,lNsnmur2Df2oK9ywyY0H3g,Food was just ok. Service was slow and lacked personality.  Not worth the price tag.,2017-09-01 19:35:36,0
211295,GyOEJ7iUX2tSbaPGGeta-Q,jBCgQ6nZDsMCWU7eaSxOpw,Best roadside Bbq in town,2016-03-26 22:57:07,0
211314,vftwUdTQJg8C219l3zWEbQ,JUlsvVAvZvGHWFfkKm0nlg,The Pork Belly is to die for. Friendly staff and awesome Mexican/BBQ.,2016-09-25 00:29:10,0
211369,yIANUKLyAxiG_ow0kbCp3A,lNsnmur2Df2oK9ywyY0H3g,Nice outdoor patio. Beautiful presentation of the food. Friendly service.,2014-06-01 17:34:24,0
211487,0b7I1knbQeLxnKrWYRp41g,H2nFgEFitRk7ltE8IRH0xA,"They seem to mess up every item ordered. Excluded ingredients from Mexican pizza, cheesy gordita crunch and soft tacos. How does that even happen? Just make the food right - but they never do at this one.",2012-10-27 03:25:25,0
211533,WKxK19JCYclCIxXghrYvtQ,dIpTuL2T1L98GQGU17IeSw,"I love this place!!! Great drinks, food and people. A hidden gem in Tampa!",2010-10-16 22:59:28,0
211756,a7wUCGmAoouEnlJjZvQ2Sg,JEHLdDbFMS1tEMSgaKfJxA,I love this place!!,2013-02-24 23:59:11,0
